11/06/2021 12:19:28;1
11/06/2021 12:19:33;0
2021-06-14 00:23:14;Porta fechada
2021-06-14 00:23:15;Porta fechada
2021-06-14 00:23:15;Porta fechada
2021-06-14 00:23:16;Porta fechada
2021-06-14 00:23:18;Porta fechada
2021-06-14 00:23:18;Porta fechada
2021-06-14 00:23:19;Porta Aberta
2021-06-14 00:23:20;Porta Aberta
2021-06-14 00:23:20;Porta Aberta
2021-06-14 00:45:36;Porta fechada
2021-06-14 00:45:37;Porta fechada
2021-06-14 00:45:37;Porta fechada
2021-06-14 00:45:38;Porta fechada
2021-06-14 00:45:40;Porta fechada
2021-06-14 00:45:40;Porta fechada
2021-06-14 00:45:41;Porta fechada
2021-06-14 00:45:42;Porta fechada
2021-06-14 00:45:42;Porta fechada
2021-06-14 00:45:43;Porta fechada
2021-06-14 00:45:45;Porta Aberta
2021-06-14 00:45:45;Porta Aberta
2021-06-14 00:45:46;Porta Aberta
2021-06-14 00:45:47;Porta Aberta
2021-06-14 00:45:47;Porta Aberta
2021-06-14 00:45:48;Porta Aberta
2021-06-14 00:45:50;Porta Aberta
2021-06-14 00:45:50;Porta Aberta
2021-06-14 00:45:51;Porta Aberta
2021-06-14 00:45:52;Porta fechada
2021-06-14 00:45:52;Porta fechada
2021-06-14 00:45:53;Porta fechada
2021-06-14 00:45:54;Porta fechada
2021-06-14 00:45:54;Porta fechada
2021-06-14 00:45:56;Porta fechada
2021-06-14 00:45:57;Porta fechada
2021-06-14 00:45:57;Porta fechada
2021-06-14 00:45:58;Porta fechada
2021-06-14 00:45:59;Porta fechada
2021-06-14 00:45:59;Porta fechada
2021-06-14 00:46:00;Porta fechada
2021-06-14 00:46:01;Porta fechada
2021-06-14 00:46:01;Porta fechada
2021-06-14 00:46:03;Porta fechada
2021-06-14 00:46:04;Porta fechada
2021-06-14 00:46:04;Porta fechada
2021-06-14 00:46:05;Porta fechada
2021-06-14 00:46:06;Porta fechada
2021-06-14 00:46:06;Porta fechada
2021-06-14 00:46:08;Porta fechada
2021-06-14 00:46:09;Porta fechada
2021-06-14 00:46:09;Porta fechada
2021-06-14 00:46:10;Porta fechada
2021-06-14 00:46:11;Porta fechada
2021-06-14 00:46:11;Porta fechada
2021-06-14 00:46:12;Porta fechada
2021-06-14 00:46:13;Porta fechada
2021-06-14 00:46:13;Porta fechada
2021-06-14 00:46:14;Porta fechada
2021-06-14 00:46:16;Porta fechada
2021-06-14 00:46:16;Porta fechada
2021-06-14 00:46:17;Porta fechada
2021-06-14 00:46:18;Porta fechada
2021-06-14 00:46:18;Porta fechada
2021-06-14 00:46:20;Porta fechada
2021-06-14 00:46:22;Porta fechada
2021-06-14 00:46:22;Porta fechada
2021-06-14 00:46:23;Porta fechada
2021-06-14 00:46:24;Porta fechada
2021-06-14 00:46:24;Porta fechada
2021-06-14 00:46:25;Porta fechada
2021-06-14 00:46:26;Porta fechada
2021-06-14 00:46:26;Porta fechada
2021-06-14 00:46:28;Porta fechada
2021-06-14 00:46:29;Porta fechada
2021-06-14 00:46:29;Porta fechada
2021-06-14 00:46:31;Porta fechada
2021-06-14 00:46:32;Porta fechada
2021-06-14 00:46:32;Porta fechada
2021-06-14 00:46:33;Porta fechada
2021-06-14 00:46:34;Porta fechada
2021-06-14 00:46:34;Porta fechada
2021-06-14 00:46:35;Porta fechada
2021-06-14 00:46:36;Porta fechada
2021-06-14 00:46:36;Porta fechada
2021-06-14 00:46:38;Porta fechada
2021-06-14 00:46:39;Porta fechada
2021-06-14 00:46:39;Porta fechada
2021-06-14 00:46:40;Porta fechada
2021-06-14 00:46:41;Porta fechada
2021-06-14 00:46:41;Porta fechada
2021-06-14 00:46:42;Porta fechada
2021-06-14 00:46:44;Porta fechada
2021-06-14 00:46:44;Porta fechada
2021-06-14 00:46:45;Porta fechada
2021-06-14 00:47:36;0
2021-06-14 00:47:37;0
2021-06-14 00:47:37;0
2021-06-14 00:47:38;0
2021-06-14 00:47:39;0
2021-06-14 00:47:39;0
2021-06-14 00:47:50;0
2021-06-14 00:47:52;0
2021-06-14 00:47:52;0
2021-06-14 00:48:15;0
2021-06-14 00:48:17;0
2021-06-14 00:48:17;0
2021-06-14 00:48:18;0
2021-06-14 00:48:19;0
2021-06-14 00:48:19;0
2021-06-14 00:48:20;0
2021-06-14 00:48:21;0
2021-06-14 00:48:21;0
2021-06-14 00:48:23;0
2021-06-14 00:48:24;0
2021-06-14 00:48:24;0
2021-06-14 00:48:25;0
2021-06-14 00:48:26;0
2021-06-14 00:48:26;0
2021-06-14 00:48:27;0
2021-06-14 00:48:28;0
2021-06-14 00:48:28;0
2021-06-14 00:48:30;0
2021-06-14 00:48:31;0
2021-06-14 00:48:31;0
2021-06-14 00:48:32;0
2021-06-14 00:48:33;0
2021-06-14 00:48:33;0
2021-06-14 00:48:35;0
2021-06-14 00:48:36;0
2021-06-14 00:48:36;0
2021-06-14 00:48:38;0
2021-06-14 00:48:39;0
2021-06-14 00:48:39;0
2021-06-14 00:48:40;0
2021-06-14 00:48:41;0
2021-06-14 00:48:41;0
2021-06-14 00:48:42;0
2021-06-14 00:48:43;0
2021-06-14 00:48:43;0
2021-06-14 00:48:44;0
2021-06-14 00:48:45;0
